"id","session_id","category","category_tag","turn","role","text","handover","links","dead_links","timestamp","run_id","endpoint"
"1838","1d0edb93-5295-4cd6-a3e4-279a5f47dd57","Etablering","","1","bot","Det kommer an på boksen – typisk skal en fiberboks skiftes, hvis den er gammel og ikke længere kan levere forbindelse, eller hvis den bruger en ældre fiberteknologi, der ikke længere understøttes. 😊

Hvis din fiberboks er ret ny og tidligere har virket fint, så send os gerne et billede af den på mail, så kan vi vurdere det nærmere.

Giv lyd hvis det stadig driller 👐","0","[]","[]","2026-03-01 18:29:14","e4280789-7d42-48e5-b01f-f06a7d38ff7e","gpt41"
"1837","1d0edb93-5295-4cd6-a3e4-279a5f47dd57","Etablering","","1","user","Hvorfor skal fiberboksen skiftes","0","[]","[]","2026-03-01 18:29:14","e4280789-7d42-48e5-b01f-f06a7d38ff7e","gpt41"
"1856","1d0edb93-5295-4cd6-a3e4-279a5f47dd57","Etablering","","2","bot","Som udgangspunkt skal du ikke selv betale for en ny fiberboks, hvis udskiftningen skyldes fejl eller opgradering af udstyr 😊 Hvis der skal en tekniker ud, kan der dog være et gebyr på 699 kr., og det vil du altid få besked om på forhånd.

Hvis du ønsker at skifte produkt eller abonnement, er selve skiftet gratis, men et teknikerbesøg kan koste ekstra. Du får altid besked, hvis der er omkostninger ved udskiftningen.

Skriv endelig tilbage, hvis du har flere spørgsmål 👐","0","[]","[]","2026-03-01 18:29:27","e4280789-7d42-48e5-b01f-f06a7d38ff7e","gpt41"
"1855","1d0edb93-5295-4cd6-a3e4-279a5f47dd57","Etablering","","2","user","Hvem betaler for det? Skal jeg selv betale for den nye fiberboks?","0","[]","[]","2026-03-01 18:29:27","e4280789-7d42-48e5-b01f-f06a7d38ff7e","gpt41"
"1866","1d0edb93-5295-4cd6-a3e4-279a5f47dd57","Etablering","","3","bot","Det er svært at sige præcis, hvor lang tid det tager at skifte fiberboksen, da det afhænger af typen af udstyr og installationen. Typisk tager det ikke lang tid for teknikeren at skifte boksen, og du vil opleve kortvarig nedetid på dit internet, mens udskiftningen foregår 😊

Hvis du har brug for flere detaljer om selve udskiftningen, eller hvis du har særlige behov, må du endelig sige til.

Giv lyd hvis det stadig driller 👐","0","[]","[]","2026-03-01 18:29:41","e4280789-7d42-48e5-b01f-f06a7d38ff7e","gpt41"
"1865","1d0edb93-5295-4cd6-a3e4-279a5f47dd57","Etablering","","3","user","Hvor lang tid tager det at skifte fiberboksen, og mister jeg internet imens?","0","[]","[]","2026-03-01 18:29:41","e4280789-7d42-48e5-b01f-f06a7d38ff7e","gpt41"
"1886","1d0edb93-5295-4cd6-a3e4-279a5f47dd57","Etablering","","4","bot","Du bliver typisk varslet i forvejen, når fiberboksen skal skiftes, da teknikeren og du aftaler tidspunktet for besøget. På den måde kan du planlægge det, så udskiftningen ikke sker midt i arbejdstiden 😊

Hvis du har særlige ønsker til tidspunktet, kan du nævne det, når I aftaler teknikerbesøget.

Giv lyd hvis du har flere spørgsmål 👐","0","[]","[]","2026-03-01 18:29:55","e4280789-7d42-48e5-b01f-f06a7d38ff7e","gpt41"
"1885","1d0edb93-5295-4cd6-a3e4-279a5f47dd57","Etablering","","4","user","Kan jeg blive varslet i forvejen, så jeg ikke sidder uden internet midt i arbejdstiden?","0","[]","[]","2026-03-01 18:29:55","e4280789-7d42-48e5-b01f-f06a7d38ff7e","gpt41"
"1836","2048f9a7-41e0-4bbd-b5c1-9b9b80eb7327","Etablering","","1","bot","<p>Hvis installationen allerede er klar i din bolig, kan du ofte komme online hurtigt – så skal du ikke vente på teknikerbesøg 🥳</p><p>Du kan tjekke status og følge installationsforløbet i <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a> under 'Overblik'.</p><p>Giv lyd hvis du har flere spørgsmål 🙌</p>","0","[""https://www.hiper.dk/mit-hiper/""]","[]","2026-03-01 18:29:11","e4280789-7d42-48e5-b01f-f06a7d38ff7e","gpt41"
"1835","2048f9a7-41e0-4bbd-b5c1-9b9b80eb7327","Etablering","","1","user","kan vi få internet hurtigere hvis det er uden teknikerbesøg?","0","[]","[]","2026-03-01 18:29:11","e4280789-7d42-48e5-b01f-f06a7d38ff7e","gpt41"
