"id","session_id","category","category_tag","turn","role","text","handover","links","dead_links","timestamp","run_id","endpoint"
"728","06e3ece4-0e8e-4d88-8c1b-eb97ae527087","Etablering","","1","bot","Du er nu sat i kø til en af vores medarbejdere. Vi besvarer din henvendelse, så snart den næste er ledig. Tak for din tålmodighed 😊","1","[]","[]","2026-02-27 08:46:03","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"727","06e3ece4-0e8e-4d88-8c1b-eb97ae527087","Etablering","","1","user","Hej. Hvordan fungerer det hvis man skal have jeres internet. Vi har ikke noget stik i huset? Hvordan tilslutter man routeren?","0","[]","[]","2026-02-27 08:46:03","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"720","2ed069fb-ebf7-492b-bd6a-f1b990417c8b","Etablering","","1","bot","<p>Fiberboksen skal skiftes, hvis den er gammel og ikke længere kan levere en stabil forbindelse, eller hvis den bruger en ældre fiberteknologi. Det er nødvendigt for at sikre, at du får en opdateret og stabil internetforbindelse ✅</p><p>Hvis din fiberboks er forholdsvis ny og tidligere har fungeret uden problemer, kan du sende et billede af den på mail, så vi kan tjekke det </p><p>Giv lyd hvis det stadig driller </p>","0","[]","[]","2026-02-27 08:45:53","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"719","2ed069fb-ebf7-492b-bd6a-f1b990417c8b","Etablering","","1","user","Hvorfor skal fiberboksen skiftes","0","[]","[]","2026-02-27 08:45:53","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"736","2ed069fb-ebf7-492b-bd6a-f1b990417c8b","Etablering","","2","bot","<p>Det er normalt ikke dig, der skal betale for en ny fiberboks, hvis udskiftningen er nødvendig for at sikre din internetforbindelse. Udskiftningen sker typisk uden omkostninger for dig som kunde ✅</p><p>Giv lyd hvis du har flere spørgsmål </p>","0","[]","[]","2026-02-27 08:46:06","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"735","2ed069fb-ebf7-492b-bd6a-f1b990417c8b","Etablering","","2","user","Hvem betaler for det? Skal jeg selv betale for den nye fiberboks?","0","[]","[]","2026-02-27 08:46:06","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"746","2ed069fb-ebf7-492b-bd6a-f1b990417c8b","Etablering","","3","bot","<p>Selve udskiftningen af fiberboksen tager som regel under en time, så det går hurtigt. Du vil opleve en kort afbrydelse af internettet, mens boksen bliver skiftet og sat op. Bagefter virker din forbindelse som normalt ✅</p><p>Skriv tilbage hvis du har flere spørgsmål </p>","0","[]","[]","2026-02-27 08:46:22","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"745","2ed069fb-ebf7-492b-bd6a-f1b990417c8b","Etablering","","3","user","Hvor lang tid tager det at skifte fiberboksen, og mister jeg internet imens?","0","[]","[]","2026-02-27 08:46:22","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"760","2ed069fb-ebf7-492b-bd6a-f1b990417c8b","Etablering","","4","bot","<p>Du får som regel besked i forvejen, hvis der skal udskiftes fiberboks, så du kan planlægge efter det 🏠</p><p>Hvis du endnu ikke har fået en aftale om tidspunkt, kan du altid spørge direkte, når sagen behandles af en kollega. Giv lyd hvis du har flere spørgsmål 🙌</p>","1","[]","[]","2026-02-27 08:46:38","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"759","2ed069fb-ebf7-492b-bd6a-f1b990417c8b","Etablering","","4","user","Kan jeg blive varslet i forvejen, så jeg ikke sidder uden internet midt i arbejdstiden?","0","[]","[]","2026-02-27 08:46:38","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"722","45e2134c-0a1e-48cd-a266-a38987523466","Etablering","","1","bot","<p>Det kommer helt an på, om installationen allerede er klar i din bolig. Hvis der er fiber og fiberboks sat op, kan du få internet hurtigt – typisk indenfor 7 dage. Hvis der skal installeres fiberboks, tager det som regel omkring 30 dage. Hvis der slet ikke er fiber, kan det tage op til 2 måneder.</p><ul><li>Fiber og boks klar: Ca. 7 dage</li><li>Fiberboks skal installeres: Ca. 30 dage</li><li>Ingen fiber: Op til 2 måneder</li></ul><p>Du kan altid se status på din installation i <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a> under ""Overblik"". Giv lyd hvis du vil vide mere om din adresse eller installation </p>","0","[""https://www.hiper.dk/mit-hiper/""]","[]","2026-02-27 08:45:53","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"721","45e2134c-0a1e-48cd-a266-a38987523466","Etablering","","1","user","kan vi få internet hurtigere hvis det er uden teknikerbesøg?","0","[]","[]","2026-02-27 08:45:53","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"738","45e2134c-0a1e-48cd-a266-a38987523466","Etablering","","2","bot","<p>Typisk er din bolig klar til fiber, hvis der allerede er installeret både en indvendig og en udvendig fiberboks – ofte placeret på den husmur, der vender ud mod vejen. Hvis de ikke er der, skal der normalt både graves og installeres udstyr, før du kan få fiberforbindelse. 🏠</p><p>Hvis du vil være helt sikker, så send gerne din adresse eller oplys hvilket netselskab (fx Norlys, Fibia, Energi Fyn) der dækker din bolig – så kan jeg hjælpe dig videre.</p><p>Giv lyd hvis du vil vide mere! 🫶</p>","0","[]","[]","2026-02-27 08:46:11","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"737","45e2134c-0a1e-48cd-a266-a38987523466","Etablering","","2","user","Hvordan ved jeg om min bolig allerede er forberedt til fiber?","0","[]","[]","2026-02-27 08:46:11","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"748","45e2134c-0a1e-48cd-a266-a38987523466","Etablering","","3","bot","<p>Et teknikerbesøg i forbindelse med installation af fibernet koster 699 kr., uanset hvor meget arbejde der mangler. Prisen gælder for en standardinstallation – hvis du ønsker noget særligt, kan der komme ekstra omkostninger. 🛠️</p><p>Giv lyd hvis du har flere spørgsmål! 🫶</p>","0","[]","[]","2026-02-27 08:46:24","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"747","45e2134c-0a1e-48cd-a266-a38987523466","Etablering","","3","user","Hvad koster et teknikerbesøg, hvis det viser sig at være nødvendigt?","0","[]","[]","2026-02-27 08:46:24","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"766","45e2134c-0a1e-48cd-a266-a38987523466","Etablering","","4","bot","<p>Ja, hvis både fiberforbindelsen og fiberboksen er installeret i din bolig, kan du selv tilslutte din router til den indvendige fiberboks – så er du online uden at vente på en tekniker. 🏠</p><p>Skriv tilbage hvis du er i tvivl om noget! 🫶</p>","0","[]","[]","2026-02-27 08:46:40","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"765","45e2134c-0a1e-48cd-a266-a38987523466","Etablering","","4","user","Kan jeg selv installere det, hvis alt er klar?","0","[]","[]","2026-02-27 08:46:40","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"734","47acc5ed-973b-4f24-8607-d1e649e515c1","Etablering","","1","bot","<p>Der følger som udgangspunkt en fiberboks med, når du bestiller fiberbredbånd hos os. I de fleste tilfælde kommer en tekniker og sætter den op for dig. Du kan se i <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a>, om der er planlagt et teknikerbesøg i forbindelse med din installation. 😊</p><p>Har du fiber via TDC's netværk, kan det nogle gange være, at du selv skal montere en frontplade på en eksisterende fiberboks. Du finder en guide til det her: <a href=""https://www.hiper.dk/hjaelp/internet-og-wifi/opsaetning-og-guides/installationsmanual"">installationsmanual</a>.</p><p>Giv lyd hvis du har flere spørgsmål eller hvis noget er uklart 🫶</p>","0","[""https://www.hiper.dk/mit-hiper/"",""https://www.hiper.dk/hjaelp/internet-og-wifi/opsaetning-og-guides/installationsmanual""]","[]","2026-02-27 08:46:05","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"733","47acc5ed-973b-4f24-8607-d1e649e515c1","Etablering","","1","user","Hej jeg tror ikke vi har fiberboks? Følger den med?","0","[]","[]","2026-02-27 08:46:05","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"744","47acc5ed-973b-4f24-8607-d1e649e515c1","Etablering","","2","bot","<p>Der kommer ikke automatisk et teknikerbesøg, hvis det ikke allerede er aftalt. Du vil enten blive kontaktet for at vælge tidspunkt, eller få en mail med en dato for besøget. Du får altså altid besked inden, så du kan planlægge det. 📝</p><p>Giv lyd hvis du vil vide mere om processen eller er i tvivl om, hvad der gælder for din adresse 🫶</p>","0","[]","[]","2026-02-27 08:46:21","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"743","47acc5ed-973b-4f24-8607-d1e649e515c1","Etablering","","2","user","Hvad sker der hvis teknikerbesøget ikke er aftalt? Kommer der automatisk en?","0","[]","[]","2026-02-27 08:46:21","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"762","47acc5ed-973b-4f24-8607-d1e649e515c1","Etablering","","3","bot","<p>Det kræver som udgangspunkt altid en tekniker at installere selve fiberboksen, fordi det indebærer arbejde med fibernet, der skal udføres professionelt. Det gælder både ved nye installationer og hvis der ikke allerede sidder en fiberboks. 🛠️</p><p>Hvis du har fiber via TDC’s netværk og allerede har en fiberboks, kan du nogle gange selv montere en frontplade. Du finder en guide her: <a href=""https://www.hiper.dk/hjaelp/internet-og-wifi/opsaetning-og-guides/installationsmanual"">installationsmanual</a>.</p><p>Giv lyd hvis du har flere spørgsmål om installationen ✌️</p>","0","[""https://www.hiper.dk/hjaelp/internet-og-wifi/opsaetning-og-guides/installationsmanual""]","[]","2026-02-27 08:46:39","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"761","47acc5ed-973b-4f24-8607-d1e649e515c1","Etablering","","3","user","Kan jeg installere fiberboksen selv, eller kræver det altid en tekniker?","0","[]","[]","2026-02-27 08:46:39","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"776","47acc5ed-973b-4f24-8607-d1e649e515c1","Etablering","","4","bot","<p>Et teknikerbesøg og installation af fiberboks koster 699 kr. Det gælder både, hvis du skal have sat en helt ny boks op, eller hvis en gammel skal skiftes ud. Prisen dækker op til 30 meter udvendig gravning og standard placering af boksen. 🛠️</p><p>Hvis du har særlige ønsker til installationen, f.eks. længere gravemeter eller en speciel placering, kan der komme ekstra omkostninger oveni. Spørg endelig, hvis du vil vide mere om netop din installation! ✌️</p><p>Giv lyd hvis du har flere spørgsmål.</p>","0","[]","[]","2026-02-27 08:46:54","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"775","47acc5ed-973b-4f24-8607-d1e649e515c1","Etablering","","4","user","Hvad koster teknikerbesøget?","0","[]","[]","2026-02-27 08:46:54","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"726","f2a0a4f1-5252-4bc9-a896-18cb80128162","Etablering","","1","bot","<p>Du kan følge status på din fiberetablering i <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a> under 'Overblik'. Her kan du se hele installationsforløbet og om der skal komme tekniker eller entreprenør 😊</p><p>Tjek også dine tidligere mails og SMS'er fra Hiper – vigtige datoer og information kan være sendt den vej.</p><p>Giv lyd hvis det stadig driller 🙌</p>","0","[""https://www.hiper.dk/mit-hiper/""]","[]","2026-02-27 08:45:59","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
"725","f2a0a4f1-5252-4bc9-a896-18cb80128162","Etablering","","1","user","Hejsa jeg ønsker status på min fiber etablering","0","[]","[]","2026-02-27 08:45:59","d1750e7b-ae95-4812-baa8-19ea9b90c662","gpt41"
