"id","session_id","category","category_tag","turn","role","text","handover","links","dead_links","timestamp"
"718","0781bb95-6ae6-4c67-ab36-3d898ed54f33","Etablering","","1","bot","<p>Det kommer an på installationen. Hvis du ikke har en fiberboks i dag, bliver der i de fleste tilfælde sendt en tekniker ud for at sætte en op.</p><p>Du kan tjekke i <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a>, om der er planlagt et teknikerbesøg i forbindelse med etableringen.</p><p>Hvis din fiber leveres via TDC’s net, kan vi i nogle tilfælde sende en frontplade til den fiberboks, der allerede sidder i boligen. Den klikker du selv på – se guiden her: <a href=""https://www.hiper.dk/hjaelp/internet-og-wifi/opsaetning-og-guides/installationsmanual"">installationsmanual</a>.</p><p>Må jeg spørge, hvilken fiberleverandør/område du er på (fx Norlys, Energi Fyn, TDC m.fl.)? Så kan jeg give mere præcis info om forløbet ✅</p><p>Giv lyd hvis det stadig driller 🙌</p>","0","[""https://www.hiper.dk/mit-hiper/"",""https://www.hiper.dk/hjaelp/internet-og-wifi/opsaetning-og-guides/installationsmanual""]","[]","2026-02-26 14:08:39"
"717","0781bb95-6ae6-4c67-ab36-3d898ed54f33","Etablering","","1","user","Hej jeg tror ikke vi har fiberboks? Følger den med?","0","[]","[]","2026-02-26 14:08:39"
"728","0781bb95-6ae6-4c67-ab36-3d898ed54f33","Etablering","","2","bot","<p>Der kommer ikke automatisk en tekniker ud – tiden skal aftales først ✅</p><p>Når et teknikerbesøg er bestilt, får du en mail med et tidsrum for besøget (heldag 07.30–16.00 eller halvdag 07.30–12.00 / 12.00–16.00). Teknikeren ringer typisk ca. 30 minutter før ankomst og kører inden for det aftalte tidsrum.</p><p>Hvis du vil have hjælp til at få aftalt eller ændret et teknikerbesøg, kan jeg sende dig videre til en kollega med det samme 🙌</p>","1","[]","[]","2026-02-26 14:08:57"
"727","0781bb95-6ae6-4c67-ab36-3d898ed54f33","Etablering","","2","user","Hvad sker der hvis teknikerbesøget ikke er aftalt? Kommer der automatisk en?","0","[]","[]","2026-02-26 14:08:57"
"714","081d53d4-a9ae-4164-81ea-3f6064ce5587","Etablering","","1","bot","<p>Det kommer an på boksen og teknologien.</p>
<p>En fiberboks bliver typisk skiftet af to grunde:</p>
<ul>
<li>Den er så gammel, at den skal udskiftes, før vi kan levere forbindelse til den.</li>
<li>Den kører på en ældre fiberteknologi, som kræver udskiftning for at fungere optimalt.</li>
</ul>
<p>Hvis din fiberboks er af nyere dato og tidligere har virket fint, kan du sende os et billede af boksen, så kigger vi på det og vurderer næste skridt.</p>
<p>Giv lyd hvis du vil have hjælp til det næste trin ✅</p>","0","[]","[]","2026-02-26 14:08:34"
"713","081d53d4-a9ae-4164-81ea-3f6064ce5587","Etablering","","1","user","Hvorfor skal fiberboksen skiftes","0","[]","[]","2026-02-26 14:08:34"
"722","081d53d4-a9ae-4164-81ea-3f6064ce5587","Etablering","","2","bot","<p>Det afhænger af din konkrete installation og årsagen til udskiftningen. Der er ikke en fast regel i vores vejledninger for, hvem der betaler i alle tilfælde.</p><p>Jeg sætter dig i forbindelse med en kollega, der kan afklare omkostningerne for netop din sag ✅</p>","1","[]","[]","2026-02-26 14:08:52"
"721","081d53d4-a9ae-4164-81ea-3f6064ce5587","Etablering","","2","user","Hvem betaler for det? Skal jeg selv betale for den nye fiberboks?","0","[]","[]","2026-02-26 14:08:52"
"458","0fbae1d9-b0f4-4bae-9202-5d8f16e2c845","Etablering","","1","bot","<p>Det kommer helt an på om installationen i din bolig allerede er klar. Hvis det er tilfældet, kan du ofte tage internettet i brug med det samme – så undgår du teknikerbesøg og får hurtig opstart ✅</p><p>Du kan se status for installationen og om teknikerbesøg er nødvendigt i <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a> under ""Overblik"".</p><p>Giv lyd hvis du har spørgsmål eller hvis du vil have hjælp til at tjekke installationsstatus </p>","0","[""https://www.hiper.dk/mit-hiper/""]","[]","2026-02-26 13:38:48"
"457","0fbae1d9-b0f4-4bae-9202-5d8f16e2c845","Etablering","","1","user","kan vi få internet hurtigere hvis det er uden teknikerbesøg?","0","[]","[]","2026-02-26 13:38:48"
"472","0fbae1d9-b0f4-4bae-9202-5d8f16e2c845","Etablering","","2","bot","<p>Du kan tjekke om din bolig allerede er forberedt til fiber ved at logge ind på <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a> og gå til 'Overblik'. Her kan du se, om installationen er klar, eller om der skal komme en tekniker forbi ✅</p><p>Giv lyd hvis du har brug for mere hjælp </p>","0","[""https://www.hiper.dk/mit-hiper/""]","[]","2026-02-26 13:39:03"
"471","0fbae1d9-b0f4-4bae-9202-5d8f16e2c845","Etablering","","2","user","Hvordan ved jeg om min bolig allerede er forberedt til fiber?","0","[]","[]","2026-02-26 13:39:03"
"484","0fbae1d9-b0f4-4bae-9202-5d8f16e2c845","Etablering","","3","bot","<p>Et teknikerbesøg til fiberinstallation koster 699 kr. for en standard-installation – det er samme pris uanset hvor meget der mangler at blive gjort ✅</p><p>Hvis du har særlige ønsker, fx ekstra gravemeter eller speciel placering af fiberbokse, kan der komme ekstra omkostninger. Du får besked om det på forhånd.</p><p>Skriv endelig, hvis du vil vide mere om installation eller priser </p>","0","[]","[]","2026-02-26 13:39:18"
"483","0fbae1d9-b0f4-4bae-9202-5d8f16e2c845","Etablering","","3","user","Hvad koster et teknikerbesøg, hvis det viser sig at være nødvendigt?","0","[]","[]","2026-02-26 13:39:18"
