"id","session_id","category","category_tag","turn","role","text","handover","links","dead_links","timestamp","run_id","endpoint"
"1002","131e789d-9153-4031-85d5-1da6ecf2e6a8","Etablering","","1","bot","Hvis I ikke har en fiberboks, kommer der som regel en tekniker og installerer den i forbindelse med oprettelsen af jeres fiberforbindelse. 😊

Hvis din fiber leveres via TDC's netværk, kan det i nogle tilfælde være, at vi sender en frontplade, som du selv skal sætte på en eksisterende fiberboks. Du kan finde en guide til det her: <a href=""https://www.hiper.dk/hjaelp/internet-og-wifi/opsaetning-og-guides/installationsmanual"">installationsmanual</a>.

Du kan altid tjekke i <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a>, om der er planlagt et teknikerbesøg i forbindelse med din oprettelse.

Giv lyd, hvis du har flere spørgsmål eller brug for mere hjælp! 👐","0","[""https://www.hiper.dk/hjaelp/internet-og-wifi/opsaetning-og-guides/installationsmanual"",""https://www.hiper.dk/mit-hiper/""]","[]","2026-02-27 08:51:52","f0886e03-5125-45ce-be07-d9f6b1f48831","gpt41"
"1001","131e789d-9153-4031-85d5-1da6ecf2e6a8","Etablering","","1","user","Hej jeg tror ikke vi har fiberboks? Følger den med?","0","[]","[]","2026-02-27 08:51:52","f0886e03-5125-45ce-be07-d9f6b1f48831","gpt41"
"1014","131e789d-9153-4031-85d5-1da6ecf2e6a8","Etablering","","2","bot","Det afhænger af hvilket fiberselskab, der står for installationen. Hvis teknikerbesøget ikke allerede er aftalt, bliver du typisk kontaktet af enten en fiberkonsulent eller får en mail med en dato for teknikerbesøget – det sker automatisk, hvis det er nødvendigt for at færdiggøre installationen. 😊

Du kan følge status på dit installationsforløb i <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a> eller tjekke mails/SMS’er fra os.

Giv lyd hvis du har brug for mere info! 👐","0","[""https://www.hiper.dk/mit-hiper/""]","[]","2026-02-27 08:52:08","f0886e03-5125-45ce-be07-d9f6b1f48831","gpt41"
"1013","131e789d-9153-4031-85d5-1da6ecf2e6a8","Etablering","","2","user","Hvad sker der hvis teknikerbesøget ikke er aftalt? Kommer der automatisk en?","0","[]","[]","2026-02-27 08:52:08","f0886e03-5125-45ce-be07-d9f6b1f48831","gpt41"
"1028","131e789d-9153-4031-85d5-1da6ecf2e6a8","Etablering","","3","bot","Installationen af fiberboksen kræver altid et teknikerbesøg. Teknikeren sørger for både den udvendige og indvendige installation af fiberboksen, og der skal være en myndig person til stede under besøget. Det er altså ikke muligt at installere fiberboksen selv. 😊

Skriv tilbage hvis du har flere spørgsmål! 👐","0","[]","[]","2026-02-27 08:52:24","f0886e03-5125-45ce-be07-d9f6b1f48831","gpt41"
"1027","131e789d-9153-4031-85d5-1da6ecf2e6a8","Etablering","","3","user","Kan jeg installere fiberboksen selv, eller kræver det altid en tekniker?","0","[]","[]","2026-02-27 08:52:24","f0886e03-5125-45ce-be07-d9f6b1f48831","gpt41"
"1036","131e789d-9153-4031-85d5-1da6ecf2e6a8","Etablering","","4","bot","<pInstallation af fibernet koster 699 kr., uanset hvor meget der skal laves ved installationen. Prisen gælder for en standardinstallation. Hvis du ønsker en speciel installation, kan der komme ekstra omkostninger. 😊</p><p>Giv lyd hvis du har flere spørgsmål om installationen eller processen! 👐</p>","0","[]","[]","2026-02-27 08:52:38","f0886e03-5125-45ce-be07-d9f6b1f48831","gpt41"
"1035","131e789d-9153-4031-85d5-1da6ecf2e6a8","Etablering","","4","user","Hvad koster teknikerbesøget?","0","[]","[]","2026-02-27 08:52:38","f0886e03-5125-45ce-be07-d9f6b1f48831","gpt41"
"996","4f7556e0-dbd2-49c0-a55a-9a9df1581307","Etablering","","1","bot","<p>Du kan følge status på din fiber-etablering i <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a> under ""Overblik"". Her kan du se hele dit installationsforløb, og det vil også fremgå, hvis der skal komme en tekniker eller entreprenør ud 🏠</p>
<p>Tjek også gerne dine tidligere mails eller SMS'er fra Hiper, hvor du typisk får besked om næste skridt.</p>
<p>Giv lyd, hvis du har spørgsmål til det, du ser i Mit Hiper, eller hvis der er noget, der driller 🙌</p>","0","[""https://www.hiper.dk/mit-hiper/""]","[]","2026-02-27 08:51:46","f0886e03-5125-45ce-be07-d9f6b1f48831","gpt41"
"995","4f7556e0-dbd2-49c0-a55a-9a9df1581307","Etablering","","1","user","Hejsa jeg ønsker status på min fiber etablering","0","[]","[]","2026-02-27 08:51:46","f0886e03-5125-45ce-be07-d9f6b1f48831","gpt41"
"1012","4f7556e0-dbd2-49c0-a55a-9a9df1581307","Etablering","","2","bot","<p>Leveringstiden afhænger af, om der allerede er fiber på adressen, og det kan i nogle tilfælde tage op til 2 måneder, hvis der skal graves nyt ned 🏠</p><p>Status og forventet tid for installationen kan du altid følge i <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a> under ""Overblik"".</p><p>Giv lyd hvis der ikke sker nyt, eller hvis du ønsker at blive sat videre til en kollega 🙌</p>","1","[""https://www.hiper.dk/mit-hiper/""]","[]","2026-02-27 08:52:04","f0886e03-5125-45ce-be07-d9f6b1f48831","gpt41"
"1011","4f7556e0-dbd2-49c0-a55a-9a9df1581307","Etablering","","2","user","Okay men hvornår hører jeg noget? Jeg har ventet i 2 uger allerede","0","[]","[]","2026-02-27 08:52:04","f0886e03-5125-45ce-be07-d9f6b1f48831","gpt41"
"988","6d42b65e-c58e-44ee-bcbe-145de79dab41","Etablering","","1","bot","Det kommer an på, hvilken teknologi og installation der er på din adresse:
<ul>
  <li>5G-internet kræver ikke teknikerbesøg og kan leveres tidligst inden for 3 hverdage. ✅</li>
  <li>Fiber: Hvis installationen allerede er klar, og der er opsat fiberboks, er leveringstiden typisk cirka 7 dage. Hvis der mangler installation eller fiberboks, kan det tage længere tid og kræver tekniker/entreprenør.</li>
</ul>
Hvis du vil høre mere om din adresse eller ønsker at bestille, kan jeg sende dig videre til en kollega i salgsteamet. 🛎️","1","[]","[]","2026-02-27 08:51:36","f0886e03-5125-45ce-be07-d9f6b1f48831","gpt41"
"987","6d42b65e-c58e-44ee-bcbe-145de79dab41","Etablering","","1","user","kan vi få internet hurtigere hvis det er uden teknikerbesøg?","0","[]","[]","2026-02-27 08:51:36","f0886e03-5125-45ce-be07-d9f6b1f48831","gpt41"
